SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year
0,1.3286586944031769,1.3074456292117733,True,True,True,True,True,False,True
0,-0.21871512695797646,-0.3643221529553466,True,False,True,False,False,False,False
0,-0.13727439951791576,0.31369102311243185,False,False,True,True,True,False,False
1,-0.9109613101984924,1.0166311541827018,True,False,True,True,True,False,False
1,0.7178532386027215,1.3356961782145975,False,False,True,True,True,False,False
0,-0.9516816739185228,0.7141841001524675,True,False,True,False,True,False,False
0,-0.38159658183809786,-1.343120586053193,True,True,True,True,False,True,False
0,-0.3408762181180675,-0.3327480099521901,True,True,True,True,False,False,False
0,-1.2774445836787656,-0.3011738669490337,True,False,True,False,False,False,False
0,-0.5037576729981889,-0.012021188920128179,True,False,True,False,False,False,False
0,1.0436161483629645,-0.14828854293375057,True,False,True,False,False,True,False
0,0.5956921474426305,-1.4827115340671475,False,False,True,False,False,False,True
1,1.6137012404433893,0.9401884921750601,True,False,True,True,True,False,True
0,-0.748079855318371,-0.48397153696730727,True,False,True,False,False,False,False
0,1.2064976032430856,-0.3327480099521901,False,True,True,False,False,True,False
1,0.18848851024232702,0.39013368512007346,False,False,True,True,True,False,False
0,-0.13727439951791576,-1.0124229830201346,True,False,False,False,False,False,False
0,1.2064976032430856,-1.5142856770703037,False,False,True,False,False,False,True
0,0.5549717837226001,1.1645310871974868,False,True,True,False,True,False,False
0,-1.2367242199587352,0.9784098231788811,True,False,True,False,True,False,False
0,0.7178532386027215,1.0282637331838649,False,False,True,True,True,False,False
0,-0.3408762181180675,1.325725396213601,True,False,True,True,True,False,False
1,0.9214550572028734,1.6231870592433366,True,False,True,True,True,False,True
0,1.2879383306831464,1.6730409692483204,False,False,True,True,True,False,True
0,-1.1552834925186746,0.8039211381614382,False,False,True,True,True,False,False
0,-1.0738427650786138,-1.1736172920362484,False,False,False,False,False,False,False
1,-1.2774445836787656,0.3884718881199074,True,False,True,True,True,False,False
0,0.18848851024232702,-0.0651986929254444,True,True,True,True,False,False,True
1,1.5729808767233588,-1.3265026160515319,True,False,True,True,False,False,True
0,-0.13727439951791576,-0.31280644595019663,True,True,False,False,False,True,False
0,-1.0331224013585834,0.8172155141627669,True,False,True,True,True,False,False
0,-0.015113308357824713,1.1329569441943304,True,False,True,True,True,False,False
0,1.0843365120829946,0.9966895901807084,False,False,True,True,True,False,False
0,0.3106496014024181,0.32532360211359457,True,True,True,True,False,False,False
0,-0.9109613101984924,-1.1719554950360824,True,False,False,False,False,False,False
0,-0.21871512695797646,-1.51594747407047,False,False,True,False,False,True,False
0,-1.0331224013585834,0.722493085153298,False,False,True,True,True,False,False
0,1.3286586944031769,-1.329826210051864,True,True,True,True,False,False,True
0,-0.9109613101984924,0.5396954151350245,False,False,True,True,True,False,False
0,-0.38159658183809786,0.6526976111463211,False,True,True,False,True,False,False
0,0.5956921474426305,0.682609957149311,False,True,True,True,False,False,True
0,-0.8702409464784621,-0.3227772279511935,True,False,True,False,False,False,False
0,-0.8295205827584317,-1.0223937650211312,True,False,False,False,False,False,False
0,-0.0965540357978854,-0.6734163949862454,True,True,False,False,False,False,False
0,-1.2774445836787656,0.36354493311741554,False,False,True,False,True,False,False
0,1.002895784642934,1.4835961112293827,False,False,True,True,True,True,False
1,-0.8702409464784621,0.18074726309914202,True,False,True,False,True,False,False
0,-0.9516816739185228,-1.504314895069307,False,False,True,False,False,False,False
0,-1.1552834925186746,0.17576187209864347,False,False,True,False,True,False,False
0,-0.7888002190384014,0.29873485011093664,True,False,True,False,True,False,False
0,0.10704778280226633,-1.462769970065154,False,False,True,False,False,True,False
0,1.4100994218432374,-0.4590445819648154,True,False,False,False,False,False,True
0,0.758573602322752,-0.562075995975115,True,True,True,False,False,True,False
0,-1.2774445836787656,-0.44907379996381874,True,False,True,False,False,False,False
0,1.5729808767233588,1.1861344481996465,False,True,True,True,True,False,True
1,-0.13727439951791576,0.4831943171293762,True,False,True,True,True,False,False
0,0.025607055362205634,1.2958130502106107,False,False,True,False,True,True,False
0,-0.8702409464784621,-0.9542600880143203,False,True,False,False,False,True,False
0,-0.7888002190384014,0.4499583771260538,True,True,True,False,True,False,False
0,0.3920903288424788,-1.5093002860698053,True,True,True,False,False,False,True
0,-0.9924020376385531,-1.1802644800369129,False,False,False,False,False,False,False
0,-1.2774445836787656,-0.6767399889865777,True,False,True,False,False,False,False
0,1.6137012404433893,1.4437129832253957,True,False,True,True,True,False,True
0,0.5956921474426305,0.7457582431556239,True,True,True,True,True,False,False
0,-0.0965540357978854,0.6875953481498096,True,True,True,True,True,False,False
0,0.758573602322752,1.5550533822365258,True,False,True,True,True,True,False
0,-0.6666391278783103,0.9933659961803764,False,False,True,False,True,False,False
0,0.06632741908223598,1.1861344481996465,False,False,True,True,True,False,False
0,-0.9924020376385531,0.7241548821534641,True,False,True,True,True,False,False
0,1.6137012404433893,-1.3265026160515319,False,False,True,True,False,False,True
1,1.125056875803025,0.23226297010429173,True,False,True,True,False,True,False
0,1.6137012404433893,1.6963061272506461,True,False,True,True,True,False,True
0,-0.8295205827584317,-1.4710789550659844,True,True,True,False,False,False,False
0,1.3286586944031769,0.5895493251400082,False,True,True,True,False,False,True
0,-0.015113308357824713,-1.505976692069473,True,True,True,False,False,False,False
0,1.4100994218432374,0.9833952141793793,False,True,True,True,True,True,False
0,0.5142514200025698,0.466576347127715,True,False,True,False,False,True,False
0,1.125056875803025,-0.16324471593524553,False,True,False,False,False,False,True
0,-1.2774445836787656,-0.3094828519498643,False,False,True,False,False,False,False
0,1.0436161483629645,0.004596781081533054,False,False,True,False,False,False,True
0,-0.9516816739185228,0.9966895901807084,False,False,True,True,True,False,False
0,-1.2774445836787656,0.31867641411292996,False,False,True,False,True,False,False
0,-0.9924020376385531,-1.341458789053027,True,True,True,True,False,True,False
0,-1.2367242199587352,-0.6518130339840859,True,False,True,False,False,False,False
0,0.5956921474426305,-1.479387940066815,False,True,True,False,False,False,True
1,-1.2774445836787656,0.32200000811326246,False,False,True,True,True,False,False
0,-1.2774445836787656,-1.2932666760482092,False,False,False,False,False,True,False
0,-0.9109613101984924,1.1911198392001445,False,False,True,True,True,False,False
0,-0.13727439951791576,-1.3265026160515319,True,False,False,False,False,True,False
0,1.0436161483629645,0.36686852711774764,False,True,True,True,False,False,True
0,-0.748079855318371,-1.5093002860698053,True,False,True,False,False,True,False
0,-1.0331224013585834,-1.462769970065154,True,False,True,False,False,False,False
0,-1.1145631287986442,0.6261088591436628,False,True,True,False,True,False,False
0,-0.5851984004382496,-1.4827115340671475,False,True,True,False,False,True,False
0,-0.30015585439803716,-1.491020519067978,True,True,True,False,False,True,False
0,0.5549717837226001,-0.018668376920792765,False,False,True,False,False,False,True
0,-1.2774445836787656,-0.46402997296531395,True,False,True,False,False,False,False
0,-1.2774445836787656,-0.5421344319731216,False,False,True,False,False,False,False
0,1.4508197855632678,0.6626683931473177,False,False,True,True,True,False,True
0,-0.5851984004382496,-0.6784017859867437,True,False,True,False,False,False,False
0,-0.9924020376385531,0.5064594751317021,False,False,True,False,True,False,False
0,1.2879383306831464,-1.502653098069141,True,False,True,False,False,False,True
1,-1.1552834925186746,0.8122301231622688,False,False,True,True,True,False,False
0,1.247217966963116,0.5014740841312035,False,False,True,True,False,False,True
0,0.880734693482843,1.3656085242175875,True,True,True,False,True,True,False
0,0.880734693482843,0.32532360211359457,True,False,True,False,False,False,True
0,1.6137012404433893,0.16911468409797886,True,True,True,True,False,False,True
1,-1.1552834925186746,-0.4590445819648154,True,False,False,False,False,False,False
0,1.6137012404433893,0.8770402061687477,False,False,True,True,False,False,True
1,1.125056875803025,-0.5088984919697991,False,False,False,False,False,False,True
0,-0.5037576729981889,0.8454660631655913,True,True,True,False,True,False,False
1,0.10704778280226633,0.19237984210030468,False,False,True,False,True,False,False
0,-1.2367242199587352,-0.5221928679711283,False,False,True,False,False,False,False
0,-0.2594354906780068,-0.47898614596680894,False,False,False,False,False,False,False
0,-0.748079855318371,0.5945347161405068,True,False,True,True,True,False,False
1,-1.2774445836787656,0.3303089931140931,True,False,True,True,True,False,False
0,0.8400143297628127,-1.4926823160681442,False,True,True,False,False,True,False
0,-1.2774445836787656,-1.5109620830699715,True,False,True,False,False,False,False
0,1.0436161483629645,-1.477726143066649,True,False,True,False,False,False,True
0,-1.1145631287986442,-0.4573827849646494,False,True,True,False,False,False,False
0,0.8400143297628127,1.3556377422165908,False,False,True,True,True,False,True
0,-1.1552834925186746,-1.4827115340671475,False,False,True,False,False,False,False
0,0.6771328748826912,1.1279715531938321,True,False,True,True,True,False,False
0,-1.2367242199587352,0.8388188751649267,True,True,True,False,True,False,False
0,-1.2367242199587352,0.09931921009100189,True,False,True,False,True,False,False
0,-1.1960038562387048,0.3319707901142591,False,False,True,True,True,False,False
0,-1.0331224013585834,0.966777244177718,True,False,True,True,True,False,False
0,-0.748079855318371,-0.6700928009859131,True,False,True,False,False,True,False
0,-0.5851984004382496,1.1512367111961581,True,False,True,True,True,False,False
0,-0.21871512695797646,0.5496661971360212,True,False,True,True,True,False,False
0,1.369379058123207,-0.16656830993557784,False,True,True,False,False,False,True
0,0.43281069256250915,0.720831288153132,False,False,True,True,False,False,True
0,1.4915401492832983,1.5882893222398482,True,False,True,True,True,False,True
0,1.5729808767233588,0.9468356801757247,True,False,True,True,True,False,False
1,0.7178532386027215,0.6194616711429987,False,False,True,True,True,False,False
0,0.758573602322752,-1.517609271070636,True,False,True,False,False,True,False
0,-0.21871512695797646,0.534710024134526,True,False,True,True,False,True,False
0,1.5322605130033284,-1.4860351280674797,True,True,True,False,False,False,True
1,-1.2367242199587352,0.4931650991303729,False,False,True,False,True,False,False
0,-1.0738427650786138,-0.5022513039691348,False,False,True,False,False,False,False
0,1.0843365120829946,1.2077378092018058,False,False,True,True,True,False,False
1,-0.9109613101984924,0.9219087251732329,True,False,True,False,True,False,False
1,-0.13727439951791576,1.1213243651931677,True,False,True,True,True,False,False
0,-1.1145631287986442,-1.4760643460664828,True,False,True,False,False,False,False
1,-0.46303730927815856,0.9800716201790471,False,False,True,True,True,False,False
0,1.2064976032430856,1.3140928172124378,False,False,True,False,True,True,False
0,0.14776814652229667,-1.505976692069473,True,True,True,False,False,False,True
0,-1.1960038562387048,-1.4926823160681442,True,False,True,False,False,False,False
0,1.4915401492832983,1.7029533152513108,False,False,True,True,True,False,True
0,-1.2367242199587352,-1.125425179031431,False,False,False,False,False,False,False
0,-0.9924020376385531,0.6792863631489789,False,False,True,True,True,False,False
1,-1.1960038562387048,-1.1304105700319294,False,False,False,False,False,False,False
0,-1.2774445836787656,-0.6318714699820923,True,False,True,False,False,False,False
0,-0.8295205827584317,1.1346187411944968,False,False,True,False,True,False,False
0,-0.5851984004382496,0.36022133911708304,True,False,True,True,True,False,False
0,-0.5037576729981889,-1.3248408190513656,False,False,False,False,False,False,False
0,-0.4223169455581282,-0.19149526493806968,True,False,True,True,False,False,False
0,-1.1145631287986442,-0.6235624849812617,False,True,True,False,False,False,False
0,-0.3408762181180675,-1.3165318340505352,False,False,True,True,False,False,True
0,1.2879383306831464,0.14917312009598557,True,True,True,False,False,False,True
0,-0.2594354906780068,1.1263097561936661,True,False,True,False,True,False,False
1,1.4508197855632678,1.3473287572157604,True,False,True,True,True,False,False
0,1.125056875803025,-1.4677553610656522,False,False,True,False,False,False,True
0,-0.30015585439803716,-0.32111543095102724,True,True,True,True,False,True,False
0,0.758573602322752,-1.304899255049372,False,False,True,True,False,False,True
0,-1.0331224013585834,0.5480044001358552,False,False,True,False,False,False,False
0,0.26992923768238775,-1.5093002860698053,True,True,True,False,False,True,False
0,1.6137012404433893,0.5214156481331973,False,True,True,False,False,False,True
0,-0.21871512695797646,1.0049985751815391,False,False,True,True,True,False,False
0,0.9621754209229036,0.7008897241511383,True,True,True,False,True,True,False
0,1.002895784642934,-1.5009913010689746,False,False,True,False,False,False,True
0,-0.62591876415828,1.392197276220246,True,False,True,True,True,False,False
0,-1.2774445836787656,-0.28289409994720643,False,False,True,False,False,False,False
0,0.10704778280226633,-1.5009913010689746,True,True,True,False,False,False,True
0,-0.7888002190384014,0.2671607071077802,True,True,True,True,False,False,False
0,1.4915401492832983,-1.4960059100684764,False,True,True,False,False,False,True
0,-1.2774445836787656,-1.5126238800701375,False,True,True,False,False,False,False
0,-1.0331224013585834,0.32864719611392706,True,False,True,False,True,False,False
1,1.6137012404433893,1.7278802702538025,False,False,True,True,True,False,True
0,-1.1960038562387048,1.1279715531938321,True,False,True,False,True,False,False
0,0.8400143297628127,-0.12169979093109246,True,False,True,False,False,True,False
0,0.22920887396235737,0.5679459641378485,True,True,True,True,True,False,False
0,-1.1552834925186746,0.5164302571326987,False,False,True,True,True,False,False
0,1.2064976032430856,0.6560212051466532,False,False,True,True,False,False,True
0,-1.2774445836787656,-0.5221928679711283,True,False,True,False,False,False,False
0,0.5549717837226001,0.6477122201458225,False,False,True,True,True,False,False
0,-0.5444780367182193,-0.1732154979362424,True,False,True,True,False,False,False
0,1.6137012404433893,0.8836873941694119,False,False,True,True,False,False,True
0,0.22920887396235737,-1.3198554280508674,True,True,True,True,False,False,True
0,1.5729808767233588,1.3606231332170895,True,False,True,True,True,True,False
0,-0.6666391278783103,1.1711782751981514,False,False,True,True,True,False,False
1,1.369379058123207,1.3689321182179202,False,False,True,True,True,True,False
1,-0.8702409464784621,1.0049985751815391,False,False,True,False,True,False,False
0,1.369379058123207,0.6394032351449919,True,True,True,True,False,False,True
0,-0.1779947632379461,0.8720548151682491,True,False,True,False,True,False,False
0,-1.2774445836787656,-0.9874960280176428,False,False,False,False,False,False,False
0,1.6137012404433893,1.4869197052297147,False,True,True,False,True,False,True
0,-0.5851984004382496,-1.5093002860698053,False,True,True,False,False,False,True
0,0.6771328748826912,-1.5209328650709681,False,False,True,False,False,True,False
1,0.35136996512244845,1.3174164112127704,False,False,True,True,True,False,False
0,-1.2774445836787656,0.18905624809997262,True,True,True,False,True,False,False
1,-0.21871512695797646,0.356897745116751,True,False,True,True,True,False,False
0,-1.1145631287986442,-1.4660935640654862,True,False,True,False,False,False,False
0,0.43281069256250915,-0.9825106370171443,True,False,False,False,False,True,False
0,0.5956921474426305,-0.31446824295036285,True,True,True,False,False,False,False
0,-1.2774445836787656,-0.5055748979694671,False,False,True,False,False,False,False
0,-0.7073594915983407,-0.17653909193657447,False,False,True,False,False,False,False
0,-1.0331224013585834,0.2089978121019659,False,True,True,False,True,False,False
0,-0.748079855318371,-1.5009913010689746,True,False,True,False,False,False,False
0,0.43281069256250915,0.5214156481331973,False,False,True,True,True,False,False
0,-0.13727439951791576,0.6543594081464871,True,False,True,True,True,False,False
0,0.5549717837226001,-1.3397969920528607,False,False,True,True,False,True,False
0,-0.3408762181180675,-0.5138838829702976,False,False,True,False,False,False,False
0,0.758573602322752,-0.18152448293707302,True,True,False,False,False,True,False
0,1.5322605130033284,-0.1466267459335843,True,True,False,False,False,True,False
0,-0.8295205827584317,-0.626886078981594,False,False,True,False,False,False,False
0,-1.1960038562387048,-1.4993295040688086,True,False,True,False,False,False,False
1,-0.9516816739185228,0.6543594081464871,False,False,True,True,True,False,False
